id_statoedificioentita;id_statoedificio;id_catastro;id_situazione;entita;data_limite;mensile;m2;prezzo_vendita;tmstmp;ordine;sigillato;note;chiave;chiaveoccupante;tipoentita;codiceallarme;inquilino;richiestauscita;m2t
155;101;11284;5;VIVIENDA;2017-12-14 00:00:00.000;625;50;NULL;0x0000000001544D71;0;0;NULL;0;0;NULL;NULL;NULL;0;0
156;101;11284;2;VIVIENDA;NULL;NULL;48;NULL;0x0000000001544D72;0;0;NULL;0;0;NULL;NULL;NULL;0;0
157;101;11284;2;VIVIENDA;NULL;NULL;56;NULL;0x0000000001544D73;0;0;NULL;0;0;NULL;NULL;NULL;0;0
158;101;11284;5;VIVIENDA;2015-02-28 00:00:00.000;569;48;NULL;0x0000000001544D74;0;0;NULL;0;0;NULL;NULL;NULL;0;0
159;101;11284;4;VIVIENDA;NULL;532;50;NULL;0x0000000001544D75;0;0;NULL;0;0;NULL;NULL;NULL;0;0
160;101;11284;2;VIVIENDA;NULL;NULL;48;NULL;0x0000000001544D76;0;0;NULL;0;0;NULL;NULL;NULL;0;0
161;101;11284;4;VIVIENDA;NULL;457;56;NULL;0x0000000001544D77;0;0;NULL;0;0;NULL;NULL;NULL;0;0
162;101;11284;5;VIVIENDA;2016-10-31 00:00:00.000;850;46;NULL;0x0000000001544D78;0;0;NULL;0;0;NULL;NULL;NULL;0;0
163;101;11284;5;VIVIENDA;2015-06-14 00:00:00.000;700;48;NULL;0x0000000001544D79;0;0;NULL;0;0;NULL;NULL;NULL;0;0
164;101;11284;5;VIVIENDA;2016-09-16 00:00:00.000;900;46;NULL;0x0000000001544D7A;0;0;NULL;0;0;NULL;NULL;NULL;0;0
165;101;11284;2;VIVIENDA;NULL;NULL;46;NULL;0x0000000001544D7B;0;0;NULL;0;0;NULL;NULL;NULL;0;0
166;99;10993;2;INDUSTRIAL;NULL;NULL;128;NULL;0x0000000001544D7C;0;0;NULL;0;0;NULL;NULL;NULL;0;0
167;99;10993;2;INDUSTRIAL;NULL;NULL;101;NULL;0x0000000001544D7D;0;0;NULL;0;0;NULL;NULL;NULL;0;0
168;99;10993;2;ELEMENTOS COMUNES;NULL;NULL;32;NULL;0x0000000001544D7E;0;0;NULL;0;0;NULL;NULL;NULL;0;0
169;100;17431;4;INDUSTRIAL;2015-12-31 00:00:00.000;800;82;NULL;0x0000000001544D7F;0;0;NULL;0;0;NULL;NULL;NULL;0;0
170;100;17431;2;COMERCIO;NULL;NULL;380;NULL;0x0000000001544D80;0;0;NULL;0;0;NULL;NULL;NULL;0;0
171;100;17431;2;COMERCIO;NULL;NULL;120;NULL;0x0000000001544D81;0;0;NULL;0;0;NULL;NULL;NULL;0;0
172;100;17431;2;COMERCIO;NULL;NULL;42;NULL;0x0000000001544D82;0;0;NULL;0;0;NULL;NULL;NULL;0;0
173;100;17431;5;VIVIENDA;2015-05-31 00:00:00.000;640;75;NULL;0x0000000001544D83;0;0;NULL;0;0;NULL;NULL;NULL;0;0
174;100;17431;2;VIVIENDA;NULL;NULL;60;NULL;0x0000000001544D84;0;0;NULL;0;0;NULL;NULL;NULL;0;0
175;100;17431;4;VIVIENDA;NULL;79,8;51;NULL;0x0000000001544D85;0;0;NULL;0;0;NULL;NULL;NULL;0;0
176;100;17431;2;ELEMENTOS COMUNES;NULL;NULL;40;NULL;0x0000000001544D86;0;0;NULL;0;0;NULL;NULL;NULL;0;0
177;98;12107;2;VIVIENDA;NULL;NULL;43;NULL;0x0000000001544D87;0;0;NULL;0;0;NULL;NULL;NULL;0;0
178;96;14867;2;ALMACEN;NULL;NULL;59;NULL;0x0000000001544D88;0;0;NULL;0;0;NULL;NULL;NULL;0;0
179;96;14867;2;VIVIENDA;NULL;NULL;84;NULL;0x0000000001544D89;0;0;NULL;0;0;NULL;NULL;NULL;0;0
180;96;14867;2;VIVIENDA;NULL;NULL;84;NULL;0x0000000001544D8A;0;0;NULL;0;0;NULL;NULL;NULL;0;0
181;96;14867;2;VIVIENDA;NULL;NULL;84;NULL;0x0000000001544D8B;0;0;NULL;0;0;NULL;NULL;NULL;0;0
182;96;14867;2;VIVIENDA;NULL;NULL;66;NULL;0x0000000001544D8C;0;0;NULL;0;0;NULL;NULL;NULL;0;0
183;96;14867;2;ELEMENTOS COMUNES;NULL;NULL;42;NULL;0x0000000001544D8D;0;0;NULL;0;0;NULL;NULL;NULL;0;0
184;102;25198;5;VIVIENDA;2017-07-24 00:00:00.000;855,49;85;NULL;0x0000000001544D8E;0;0;NULL;0;0;NULL;NULL;NULL;0;0
185;102;25198;5;VIVIENDA;2017-04-09 00:00:00.000;736,7;71;NULL;0x0000000001544D8F;0;0;NULL;0;0;NULL;NULL;NULL;0;0
186;102;25198;5;VIVIENDA;2021-02-28 00:00:00.000;960,28;113;NULL;0x0000000001544D90;0;0;NULL;0;0;NULL;NULL;NULL;0;0
187;102;25198;5;VIVIENDA;2017-06-30 00:00:00.000;692,1;71;NULL;0x0000000001544D91;0;0;NULL;0;0;NULL;NULL;NULL;0;0
188;102;25198;5;VIVIENDA;2016-10-17 00:00:00.000;645,76;71;NULL;0x0000000001544D92;0;0;NULL;0;0;NULL;NULL;NULL;0;0
189;102;25198;5;VIVIENDA;2015-07-31 00:00:00.000;554,46;71;NULL;0x0000000001544D93;0;0;NULL;0;0;NULL;NULL;NULL;0;0
190;102;25198;5;VIVIENDA;2017-03-31 00:00:00.000;745,27;71;NULL;0x0000000001544D94;0;0;NULL;0;0;NULL;NULL;NULL;0;0
191;102;25198;5;VIVIENDA;2015-01-31 00:00:00.000;779,09;71;NULL;0x0000000001544D95;0;0;NULL;0;0;NULL;NULL;NULL;0;0
192;102;25198;5;VIVIENDA;2017-07-24 00:00:00.000;855,49;71;NULL;0x0000000001544D96;0;0;NULL;0;0;NULL;NULL;NULL;0;0
193;102;25198;2;VIVIENDA;NULL;NULL;71;NULL;0x0000000001544D97;0;0;NULL;0;0;NULL;NULL;NULL;0;0
194;102;25198;2;VIVIENDA;NULL;NULL;47;NULL;0x0000000001544D98;0;0;NULL;0;0;NULL;NULL;NULL;0;0
195;102;25198;2;ELEMENTOS COMUNES;NULL;NULL;85;NULL;0x0000000001544D99;0;0;NULL;0;0;NULL;NULL;NULL;0;0
196;104;5114;5;LOCAL;2019-08-31 00:00:00.000;1071;67;NULL;0x0000000001544D9A;0;0;NULL;0;0;NULL;NULL;NULL;0;0
197;104;5114;5;LOCAL;2017-10-17 00:00:00.000;918;67;NULL;0x0000000001544D9B;0;0;NULL;0;0;NULL;NULL;NULL;0;0
198;104;5114;4;VIVIENDA;NULL;317;63;NULL;0x0000000001544D9C;0;0;NULL;0;0;NULL;NULL;NULL;0;0
199;104;5114;5;VIVIENDA;2019-10-13 00:00:00.000;333;63;NULL;0x0000000001544D9D;0;0;NULL;0;0;NULL;NULL;NULL;0;0
200;104;5114;5;VIVIENDA;2015-11-03 00:00:00.000;333;63;NULL;0x0000000001544D9E;0;0;NULL;0;0;NULL;NULL;NULL;0;0
201;104;5114;2;VIVIENDA;NULL;NULL;63;NULL;0x0000000001544D9F;0;0;NULL;0;0;NULL;NULL;NULL;0;0
202;104;5114;4;VIVIENDA;NULL;141;63;NULL;0x0000000001544DA0;0;0;NULL;0;0;NULL;NULL;NULL;0;0
203;104;5114;5;VIVIENDA;2018-04-25 00:00:00.000;650;63;NULL;0x0000000001544DA1;0;0;NULL;0;0;NULL;NULL;NULL;0;0
204;105;6960;4;LOCAL;NULL;900;93;NULL;0x0000000001544DA2;0;0;NULL;0;0;NULL;NULL;NULL;0;0
205;105;6960;2;LOCAL;NULL;NULL;82;NULL;0x0000000001544DA3;0;0;NULL;0;0;NULL;NULL;NULL;0;0
206;105;6960;2;VIVIENDA;NULL;NULL;60;NULL;0x0000000001544DA4;0;0;NULL;0;0;NULL;NULL;NULL;0;0
207;105;6960;2;VIVIENDA;NULL;NULL;63;NULL;0x0000000001544DA5;0;0;NULL;0;0;NULL;NULL;NULL;0;0
208;105;6960;2;VIVIENDA;NULL;NULL;60;NULL;0x0000000001544DA6;0;0;NULL;0;0;NULL;NULL;NULL;0;0
209;105;6960;2;VIVIENDA;NULL;NULL;63;NULL;0x0000000001544DA7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
210;105;6960;2;VIVIENDA;NULL;NULL;77,76;NULL;0x0000000001544DA8;0;0;NULL;0;0;NULL;NULL;NULL;0;0
211;105;6960;2;VIVIENDA;NULL;NULL;85,67;NULL;0x0000000001544DA9;0;0;NULL;0;0;NULL;NULL;NULL;0;0
212;106;12930;5;LOCAL;2024-05-15 00:00:00.000;300;23;NULL;0x0000000001544DAA;0;0;NULL;0;0;NULL;NULL;NULL;0;0
213;106;12930;5;VIVIENDA;2016-09-04 00:00:00.000;500;32;NULL;0x0000000001544DAB;0;0;NULL;0;0;NULL;NULL;NULL;0;0
214;106;12930;4;VIVIENDA;NULL;500;32;NULL;0x0000000001544DAC;0;0;NULL;0;0;NULL;NULL;NULL;0;0
215;106;12930;5;VIVIENDA;2018-02-22 00:00:00.000;500;32;NULL;0x0000000001544DAD;0;0;NULL;0;0;NULL;NULL;NULL;0;0
216;106;12930;5;VIVIENDA;2017-06-20 00:00:00.000;500;32;NULL;0x0000000001544DAE;0;0;NULL;0;0;NULL;NULL;NULL;0;0
217;106;12930;2;VIVIENDA;NULL;NULL;46;NULL;0x0000000001544DAF;0;0;NULL;0;0;NULL;NULL;NULL;0;0
218;108;13961;2;VIVIENDA;NULL;NULL;67;NULL;0x0000000001544DB0;0;0;NULL;0;0;NULL;NULL;NULL;0;0
219;108;13961;2;VIVIENDA;NULL;NULL;95;NULL;0x0000000001544DB1;0;0;NULL;0;0;NULL;NULL;NULL;0;0
220;108;13961;2;VIVIENDA;NULL;NULL;95;NULL;0x0000000001544DB2;0;0;NULL;0;0;NULL;NULL;NULL;0;0
221;108;13961;2;VIVIENDA;NULL;NULL;95;NULL;0x0000000001544DB3;0;0;NULL;0;0;NULL;NULL;NULL;0;0
222;108;13961;2;VIVIENDA;NULL;NULL;95;NULL;0x0000000001544DB4;0;0;NULL;0;0;NULL;NULL;NULL;0;0
223;109;22459;2;VIVIENDA;NULL;NULL;33;NULL;0x0000000001544DB5;1;0;NULL;0;0;NULL;NULL;NULL;0;0
224;109;22459;5;VIVIENDA;2012-12-31 00:00:00.000;450,63;31;NULL;0x0000000001544DB6;-1;0;NULL;0;0;NULL;NULL;NULL;0;0
225;109;22459;5;VIVIENDA;2016-09-30 00:00:00.000;500;33;NULL;0x0000000001544DB7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
226;109;22459;5;VIVIENDA;2017-02-02 00:00:00.000;500;33;NULL;0x0000000001544DB8;0;0;NULL;0;0;NULL;NULL;NULL;0;0
227;109;22459;5;VIVIENDA;2016-03-31 00:00:00.000;479,62;33;NULL;0x0000000001544DB9;0;0;NULL;0;0;NULL;NULL;NULL;0;0
228;109;22459;5;VIVIENDA;2017-02-28 00:00:00.000;500;33;NULL;0x0000000001544DBA;0;0;NULL;0;0;NULL;NULL;NULL;0;0
229;109;22459;5;VIVIENDA;2017-10-31 00:00:00.000;450;33;NULL;0x0000000001544DBB;0;0;NULL;0;0;NULL;NULL;NULL;0;0
230;109;22459;5;VIVIENDA;2018-01-14 00:00:00.000;500;33;NULL;0x0000000001544DBC;0;0;NULL;0;0;NULL;NULL;NULL;0;0
231;109;22459;5;VIVIENDA;2017-04-03 00:00:00.000;480;33;NULL;0x0000000001544DBD;0;0;NULL;0;0;NULL;NULL;NULL;0;0
232;109;22459;5;VIVIENDA;2018-05-31 00:00:00.000;480;33;NULL;0x0000000001544DBE;0;0;NULL;0;0;NULL;NULL;NULL;0;0
233;109;22459;5;VIVIENDA;2013-12-31 00:00:00.000;501;33;NULL;0x0000000001544DBF;0;0;NULL;0;0;NULL;NULL;NULL;0;0
234;109;22459;5;VIVIENDA;2016-10-31 00:00:00.000;450;33;NULL;0x0000000001544DC0;0;0;NULL;0;0;NULL;NULL;NULL;0;0
235;109;22459;4;VIVIENDA;NULL;121,99;26;NULL;0x0000000001544DC1;0;0;NULL;0;0;NULL;NULL;NULL;0;0
236;109;22459;5;VIVIENDA;2017-06-14 00:00:00.000;480;26;NULL;0x0000000001544DC2;0;0;NULL;0;0;NULL;NULL;NULL;0;0
237;114;21972;5;VIVIENDA;2019-12-31 00:00:00.000;550;93;NULL;0x0000000001544DC3;0;0;NULL;0;0;NULL;NULL;NULL;0;0
238;114;21972;5;VIVIENDA;2015-12-31 00:00:00.000;550;70;NULL;0x0000000001544DC4;0;0;NULL;0;0;NULL;NULL;NULL;0;0
239;114;21972;5;VIVIENDA;2015-12-31 00:00:00.000;600;70;NULL;0x0000000001544DC5;0;0;NULL;0;0;NULL;NULL;NULL;0;0
240;114;21972;5;VIVIENDA;2016-12-31 00:00:00.000;600;70;NULL;0x0000000001544DC6;0;0;NULL;0;0;NULL;NULL;NULL;0;0
241;114;21972;5;VIVIENDA;2015-12-31 00:00:00.000;519;70;NULL;0x0000000001544DC7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
249;112;21383;5;LOCAL;2023-03-01 00:00:00.000;1350;101;164597;0x0000000001544DC8;1;0;NULL;0;0;COMERCIO;NULL;Juan Oña (Bar) (93 498 25 48);0;0
250;112;21383;2;1º;NULL;NULL;96;245698;0x000000000157C813;2;0;En Fact pone Principal.;1;1;VIVIENDA;NULL;NULL;0;0
251;112;21383;2;2º;NULL;NULL;97;248508;0x0000000001544DCA;3;0;En Fact pone Primero;1;1;VIVIENDA;592055967;NULL;0;0
252;112;21383;2;3º;NULL;NULL;97;248508;0x00000000014E6032;4;0;Se le pago a Irina;0;0;VIVIENDA;SI;NULL;8250;0
253;112;21383;2;4º;NULL;NULL;97;72000;0x00000000014E600E;5;0;Se le pago a D.Gil;0;0;VIVIENDA;SI;NULL;17000;0
254;113;14444;2;PLANTA BAJA 1;NULL;NULL;64;NULL;0x0000000001544DCB;0;0;NULL;0;0;LOCAL;NULL;NULL;0;0
255;113;14444;2;PLANTA BAJA 2;NULL;NULL;64;NULL;0x0000000001544DCC;0;0;NULL;0;0;LOCAL;NULL;NULL;0;0
256;113;14444;4;1º1ª;NULL;114;75;NULL;0x0000000001544DCD;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
257;113;14444;2;1º2ª;NULL;NULL;75;NULL;0x0000000001544DCE;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
258;113;14444;4;2º1ª;NULL;181;75;NULL;0x0000000001544DCF;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
259;113;14444;2;2º2ª;NULL;NULL;75;NULL;0x0000000001544DD0;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
260;113;14444;2;3º1ª;NULL;NULL;75;NULL;0x0000000001544DD1;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
261;113;14444;4;3º2ª;NULL;79;75;NULL;0x0000000001544DD2;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
262;113;14444;2;4º1ª;NULL;NULL;75;NULL;0x0000000001544DD3;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
263;113;14444;2;4º2ª;NULL;NULL;75;NULL;0x0000000001544DD4;0;0;NULL;0;0;VIVIENDA;NULL;NULL;0;0
264;115;9927;4;VIVIENDA;NULL;168,39;40;NULL;0x0000000001544DD5;0;0;NULL;0;0;NULL;NULL;NULL;0;0
265;115;9927;5;VIVIENDA;2020-12-31 00:00:00.000;500;40;NULL;0x0000000001544DD6;0;0;NULL;0;0;NULL;NULL;NULL;0;0
266;115;9927;2;VIVIENDA;NULL;NULL;40;NULL;0x0000000001544DD7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
267;115;9927;5;VIVIENDA;2016-12-31 00:00:00.000;585,39;40;NULL;0x0000000001544DD8;0;0;NULL;0;0;NULL;NULL;NULL;0;0
268;115;9927;2;VIVIENDA;NULL;NULL;33;NULL;0x0000000001544DD9;0;0;NULL;0;0;NULL;NULL;NULL;0;0
269;115;9927;5;VIVIENDA;2017-12-31 00:00:00.000;400;33;NULL;0x0000000001544DDA;0;0;NULL;0;0;NULL;NULL;NULL;0;0
270;116;22530;5;LOCAL;2025-05-19 00:00:00.000;377,14;145;NULL;0x0000000001544DDB;0;0;NULL;0;0;NULL;NULL;NULL;0;0
271;116;22530;5;LOCAL;2013-03-19 00:00:00.000;474,11;145;NULL;0x0000000001544DDC;0;0;NULL;0;0;NULL;NULL;NULL;0;0
272;116;22530;5;VIVIENDA;2015-12-01 00:00:00.000;312,95;55;NULL;0x0000000001544DDD;0;0;NULL;0;0;NULL;NULL;NULL;0;0
273;116;22530;4;VIVIENDA;NULL;177,45;55;NULL;0x0000000001544DDE;0;0;NULL;0;0;NULL;NULL;NULL;0;0
274;116;22530;5;VIVIENDA;2014-01-26 00:00:00.000;450;55;NULL;0x0000000001544DDF;0;0;NULL;0;0;NULL;NULL;NULL;0;0
275;116;22530;2;VIVIENDA;NULL;NULL;83;NULL;0x0000000001544DE0;0;0;NULL;0;0;NULL;NULL;NULL;0;0
276;116;22530;5;VIVIENDA;2016-12-01 00:00:00.000;306,82;83;NULL;0x0000000001544DE1;0;0;NULL;0;0;NULL;NULL;NULL;0;0
277;116;22530;5;VIVIENDA;2017-10-01 00:00:00.000;300;55;NULL;0x0000000001544DE2;0;0;NULL;0;0;NULL;NULL;NULL;0;0
278;116;22530;2;VIVIENDA;NULL;NULL;55;NULL;0x0000000001544DE3;0;0;NULL;0;0;NULL;NULL;NULL;0;0
279;116;22530;2;VIVIENDA;NULL;NULL;55;NULL;0x0000000001544DE4;0;0;NULL;0;0;NULL;NULL;NULL;0;0
280;116;22530;2;VIVIENDA;NULL;NULL;55;NULL;0x0000000001544DE5;0;0;NULL;0;0;NULL;NULL;NULL;0;0
281;116;22530;2;VIVIENDA;NULL;NULL;55;NULL;0x0000000001544DE6;0;0;NULL;0;0;NULL;NULL;NULL;0;0
282;116;22530;2;VIVIENDA;NULL;NULL;55;NULL;0x0000000001544DE7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
283;118;16292;2;ALMACEN 1;NULL;NULL;72;NULL;0x0000000001544DE8;0;0;NULL;0;0;Local;NULL;NULL;0;0
284;118;16292;5;ALMACEN 2;2017-12-31 00:00:00.000;480;77;NULL;0x0000000001544DE9;0;0;NULL;0;0;Local;NULL;NULL;0;0
285;118;16292;2;1 1;NULL;NULL;43;NULL;0x0000000001544DEA;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
286;118;16292;5;1 2;2017-12-31 00:00:00.000;500;45;NULL;0x0000000001544DEB;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
287;118;16292;5;2 1;2015-08-31 00:00:00.000;270,08;43;NULL;0x0000000001544DEC;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
288;118;16292;2;2 2;NULL;NULL;45;NULL;0x0000000001544DED;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
289;118;16292;5;3 1;2017-12-31 00:00:00.000;550;43;NULL;0x0000000001544DEE;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
290;118;16292;4;3 2;NULL;170,03;45;NULL;0x0000000001544DEF;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
291;118;16292;5;4 1;2017-12-31 00:00:00.000;550;89;NULL;0x0000000001544DF0;0;0;NULL;0;0;Vivienda;NULL;NULL;0;0
292;119;25883;4;LOCAL;NULL;108,26;35;NULL;0x0000000001544DF1;0;0;NULL;0;0;NULL;NULL;NULL;0;0
293;119;25883;4;LOCAL;NULL;110,61;35;NULL;0x0000000001544DF2;0;0;NULL;0;0;NULL;NULL;NULL;0;0
294;119;25883;5;VIVIENDA;2018-05-22 00:00:00.000;451,4;34;NULL;0x0000000001544DF3;0;0;NULL;0;0;NULL;NULL;NULL;0;0
295;119;25883;4;VIVIENDA;NULL;146,44;34;NULL;0x0000000001544DF4;0;0;NULL;0;0;NULL;NULL;NULL;0;0
296;119;25883;4;VIVIENDA;NULL;331,51;34;NULL;0x0000000001544DF5;0;0;NULL;0;0;NULL;NULL;NULL;0;0
297;119;25883;5;VIVIENDA;2014-03-01 00:00:00.000;550;34;NULL;0x0000000001544DF6;0;0;NULL;0;0;NULL;NULL;NULL;0;0
298;119;25883;5;VIVIENDA;2014-10-14 00:00:00.000;650;34;NULL;0x0000000001544DF7;0;0;NULL;0;0;NULL;NULL;NULL;0;0
299;119;25883;5;VIVIENDA;2016-03-01 00:00:00.000;526;34;NULL;0x0000000001544DF8;0;0;NULL;0;0;NULL;NULL;NULL;0;0
300;119;25883;5;VIVIENDA;2014-10-01 00:00:00.000;528,24;34;NULL;0x0000000001544DF9;0;0;NULL;0;0;NULL;NULL;NULL;0;0
