"0",NULL,"Calle_Completa","Tipo_","Nombre_Calle","Numer","DEMO","Distrito","BARCELONA","Foto","Propietario","Telefono","0","0","2017-12-27 18:59:06"
"23",NULL,"Av Josep Tarradellas",NULL,"Av Josep Tarradellas",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.383852886111","2.1428259722222","2017-12-27 18:59:06"
"24",NULL,"C NÃºmero 60 Zona Franca",NULL,"C NÃºmero 60 Zona Franca",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.346720702778","2.1447076388889","2017-12-27 18:59:06"
"25",NULL,"Pl RevoluciÃ³ Setembre 1868",NULL,"Pl RevoluciÃ³ Setembre 1868",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.402405866667","2.1581905","2017-12-27 18:59:06"
"26",NULL,"C AragÃ³",NULL,"C AragÃ³",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.395735775","2.1693576111111","2017-12-27 18:59:06"
"27",NULL,"C Montanyans",NULL,"C Montanyans",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.387227547222","2.1803408611111","2017-12-27 18:59:06"
"28",NULL,"Pl GlÃ²ries Catalanes",NULL,"Pl GlÃ²ries Catalanes",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.401316433333","2.18795525","2017-12-27 18:59:06"
"29",NULL,"Av Mistral",NULL,"Av Mistral",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.375775583333","2.15303375","2017-12-27 18:59:06"
"30",NULL,"C AlmogÃ vers",NULL,"C AlmogÃ vers",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.396081127778","2.1884795555556","2017-12-27 18:59:06"
"31",NULL,"C la Rambla",NULL,"C la Rambla",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.378914980556","2.1749708055556","2017-12-27 18:59:06"
"32",NULL,"C Escultor OrdÃ³Ã±ez",NULL,"C Escultor OrdÃ³Ã±ez",NULL,"DEMO","Nou Barris","BARCELONA",NULL,NULL,NULL,"41.438264102778","2.1781006111111","2017-12-27 18:59:06"
"33",NULL,"C Maresme",NULL,"C Maresme",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.418242352778","2.20806325","2017-12-27 18:59:06"
"34",NULL,"C Roger de Flor",NULL,"C Roger de Flor",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.398041055556","2.1741865555556","2017-12-27 18:59:06"
"35",NULL,"C Consell de Cent",NULL,"C Consell de Cent",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.387807216667","2.1615235833333","2017-12-27 18:59:06"
"36",NULL,"C EntenÃ§a",NULL,"C EntenÃ§a",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.390358838889","2.1383609722222","2017-12-27 18:59:06"
"37",NULL,"Rbla Poblenou",NULL,"Rbla Poblenou",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.399352111111","2.2033214722222","2017-12-27 18:59:06"
"38",NULL,"C Carreras i Candi",NULL,"C Carreras i Candi",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.372430927778","2.1284155555556","2017-12-27 18:59:06"
"39",NULL,"C Torrent de l'Olla",NULL,"C Torrent de l'Olla",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.398590697222","2.1613002777778","2017-12-27 18:59:06"
"40",NULL,"Pg Vall d'Hebron",NULL,"Pg Vall d'Hebron",NULL,"DEMO","Horta-GuinardÃ³","BARCELONA",NULL,NULL,NULL,"41.425632038889","2.1432708611111","2017-12-27 18:59:06"
"41",NULL,"Pl Castella",NULL,"Pl Castella",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.384592727778","2.1659675833333","2017-12-27 18:59:06"
"42",NULL,"Rbla Brasil",NULL,"Rbla Brasil",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.377593672222","2.1294134722222","2017-12-27 18:59:06"
"43",NULL,"C Buenaventura MuÃ±oz",NULL,"C Buenaventura MuÃ±oz",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.393393194444","2.1873591666667","2017-12-27 18:59:06"
"44",NULL,"C NÃ pols",NULL,"C NÃ pols",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.4059206","2.1665760555556","2017-12-27 18:59:06"
"45",NULL,"Av Roma",NULL,"Av Roma",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.379736047222","2.1423875","2017-12-27 18:59:06"
"46",NULL,"C AlÃ­ Bei",NULL,"C AlÃ­ Bei",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.391717727778","2.17818275","2017-12-27 18:59:06"
"47",NULL,"C Valldonzella",NULL,"C Valldonzella",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.384708166667","2.1665171111111","2017-12-27 18:59:06"
"48",NULL,"C CÃ²rsega",NULL,"C CÃ²rsega",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.384246288889","2.1432448055556","2017-12-27 18:59:06"
"49",NULL,"Pg Sant Joan",NULL,"Pg Sant Joan",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.400729158333","2.1687272222222","2017-12-27 18:59:06"
"50",NULL,"C DiputaciÃ³",NULL,"C DiputaciÃ³",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.398514091667","2.1780600555556","2017-12-27 18:59:06"
"51",NULL,"C Fra Luis de Granada",NULL,"C Fra Luis de Granada",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.391062577778","2.1415148055556","2017-12-27 18:59:06"
"52",NULL,"Av Rius i Taulet",NULL,"Av Rius i Taulet",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.372701558333","2.1545434166667","2017-12-27 18:59:06"
"53",NULL,"C Mallorca",NULL,"C Mallorca",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.389404936111","2.1564952777778","2017-12-27 18:59:06"
"54",NULL,"C MarquÃ¨s de Sentmenat",NULL,"C MarquÃ¨s de Sentmenat",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.384454186111","2.1342618055556","2017-12-27 18:59:06"
"55",NULL,"C Sol",NULL,"C Sol",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.401949241667","2.1560076111111","2017-12-27 18:59:06"
"56",NULL,"C ProvenÃ§a",NULL,"C ProvenÃ§a",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.389410852778","2.1546084166667","2017-12-27 18:59:06"
"57",NULL,"C Sant DomÃ¨nec",NULL,"C Sant DomÃ¨nec",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.399811030556","2.1564018611111","2017-12-27 18:59:06"
"58",NULL,"C Viladomat",NULL,"C Viladomat",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.381627847222","2.1549130833333","2017-12-27 18:59:06"
"59",NULL,"C Conca de Tremp",NULL,"C Conca de Tremp",NULL,"DEMO","Horta-GuinardÃ³","BARCELONA",NULL,NULL,NULL,"41.421309933333","2.1574091111111","2017-12-27 18:59:06"
"60",NULL,"C Marc Aureli",NULL,"C Marc Aureli",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.400149213889","2.1433903333333","2017-12-27 18:59:06"
"61",NULL,"C la Rambla",NULL,"C la Rambla",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.378035658333","2.1762216666667","2017-12-27 18:59:06"
"62",NULL,"C Villarroel",NULL,"C Villarroel",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.389310344444","2.1511403333333","2017-12-27 18:59:06"
"63",NULL,"C Pujades",NULL,"C Pujades",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.396962172222","2.1942828888889","2017-12-27 18:59:06"
"64",NULL,"C SÃ¨neca",NULL,"C SÃ¨neca",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.396473197222","2.1557351111111","2017-12-27 18:59:06"
"65",NULL,"C Bonavista",NULL,"C Bonavista",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.398245113889","2.1595456666667","2017-12-27 18:59:06"
"66",NULL,"C Villarroel",NULL,"C Villarroel",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.383543822222","2.1591479722222","2017-12-27 18:59:06"
"67",NULL,"C Bertran",NULL,"C Bertran",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.407791338889","2.13971375","2017-12-27 18:59:06"
"68",NULL,"C Villarroel",NULL,"C Villarroel",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.386999913889","2.1542113888889","2017-12-27 18:59:06"
"69",NULL,"Moll Barcelona",NULL,"Moll Barcelona",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.371775547222","2.1807647777778","2017-12-27 18:59:06"
"70",NULL,"C Joan GÃ¼ell",NULL,"C Joan GÃ¼ell",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.387731322222","2.1287412222222","2017-12-27 18:59:06"
"71",NULL,"Av Josep Tarradellas",NULL,"Av Josep Tarradellas",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.385666216667","2.1429484166667","2017-12-27 18:59:06"
"72",NULL,"C Casanova",NULL,"C Casanova",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.389370172222","2.1539505833333","2017-12-27 18:59:06"
"73",NULL,"C Vila i VilÃ ",NULL,"C Vila i VilÃ ",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.374081986111","2.1700141666667","2017-12-27 18:59:06"
"74",NULL,"C Comte Borrell",NULL,"C Comte Borrell",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.376374272222","2.1637427222222","2017-12-27 18:59:06"
"75",NULL,"Av Paral.lel",NULL,"Av Paral.lel",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.375155955556","2.1693905833333","2017-12-27 18:59:06"
"76",NULL,"C Llacuna",NULL,"C Llacuna",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.405943038889","2.1923598055556","2017-12-27 18:59:06"
"77",NULL,"C Vilardell",NULL,"C Vilardell",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.374498652778","2.1427452222222","2017-12-27 18:59:06"
"78",NULL,"Av Diagonal",NULL,"Av Diagonal",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.389715080556","2.1353806388889","2017-12-27 18:59:06"
"79",NULL,"Av Catedral",NULL,"Av Catedral",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.385237186111","2.1761885","2017-12-27 18:59:06"
"80",NULL,"Pg LluÃ­s Companys",NULL,"Pg LluÃ­s Companys",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.390896591667","2.17987575","2017-12-27 18:59:06"
"81",NULL,"Av Pau Casals",NULL,"Av Pau Casals",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.393696505556","2.1431835277778","2017-12-27 18:59:06"
"82",NULL,"C DiputaciÃ³",NULL,"C DiputaciÃ³",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.391824469444","2.1687533888889","2017-12-27 18:59:06"
"83",NULL,"C Pau Claris",NULL,"C Pau Claris",NULL,"DEMO","Eixample","BARCELONA",NULL,"Tuhg","155666988","41.389414838889","2.1713159722222","2017-12-27 18:59:06"
"84",NULL,"Rbla Catalunya",NULL,"Rbla Catalunya",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.387646369444","2.16786175","2017-12-27 18:59:06"
"85",NULL,"Pg GrÃ cia",NULL,"Pg GrÃ cia",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.392784433333","2.1646489166667","2017-12-27 18:59:06"
"86",NULL,"C Pau Claris",NULL,"C Pau Claris",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.395570530556","2.1635433055556","2017-12-27 18:59:06"
"87",NULL,"Pg GrÃ cia",NULL,"Pg GrÃ cia",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.39081755","2.1670845833333","2017-12-27 18:59:06"
"88",NULL,"C Comte d'Urgell",NULL,"C Comte d'Urgell",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.380695072222","2.1607452777778","2017-12-27 18:59:06"
"89",NULL,"G.V. Carles III",NULL,"G.V. Carles III",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.381865805556","2.1278980833333","2017-12-27 18:59:06"
"90",NULL,"Av Diagonal",NULL,"Av Diagonal",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.389960633333","2.1308756944444","2017-12-27 18:59:06"
"91",NULL,"C Aribau",NULL,"C Aribau",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.397585361111","2.1477840833333","2017-12-27 18:59:06"
"92",NULL,"Pg GrÃ cia",NULL,"Pg GrÃ cia",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.396996813889","2.1594242222222","2017-12-27 18:59:06"
"93",NULL,"C Siracusa",NULL,"C Siracusa",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.401735311111","2.1607620833333","2017-12-27 18:59:06"
"94",NULL,"Av Josep Tarradellas",NULL,"Av Josep Tarradellas",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.39010825","2.1432188888889","2017-12-27 18:59:06"
"95",NULL,"C Villarroel",NULL,"C Villarroel",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.388587511111","2.1520991388889","2017-12-27 18:59:06"
"96",NULL,"Via Augusta",NULL,"Via Augusta",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.396176655556","2.155172","2017-12-27 18:59:06"
"97",NULL,"C ValÃ¨ncia",NULL,"C ValÃ¨ncia",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.379583561111","2.1446198888889","2017-12-27 18:59:06"
"98",NULL,"C Comte d'Urgell",NULL,"C Comte d'Urgell",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.381608638889","2.1595330277778","2017-12-27 18:59:06"
"99",NULL,"C Tamarit",NULL,"C Tamarit",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.378336116667","2.1603586944444","2017-12-27 18:59:06"
"100",NULL,"C Rocafort",NULL,"C Rocafort",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.381836105556","2.1501159444444","2017-12-27 18:59:06"
"101",NULL,"Av Pau Casals",NULL,"Av Pau Casals",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.393547422222","2.1434789166667","2017-12-27 18:59:06"
"102",NULL,"C Marina",NULL,"C Marina",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.406782763889","2.1716234444444","2017-12-27 18:59:06"
"103",NULL,"C Mallorca",NULL,"C Mallorca",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.395144980556","2.1644842777778","2017-12-27 18:59:06"
"104",NULL,"C Gran de Sant Andreu",NULL,"C Gran de Sant Andreu",NULL,"DEMO","Sant Andreu","BARCELONA",NULL,NULL,NULL,"41.428334061111","2.1907060833333","2017-12-27 18:59:06"
"105",NULL,"C Felanitx",NULL,"C Felanitx",NULL,"DEMO","Nou Barris","BARCELONA",NULL,NULL,NULL,"41.434862947222","2.17309675","2017-12-27 18:59:06"
"106",NULL,"C BerlÃ­n",NULL,"C BerlÃ­n",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.38236355","2.1366864722222","2017-12-27 18:59:06"
"107",NULL,"C BretÃ³n de los Herreros",NULL,"C BretÃ³n de los Herreros",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.402181261111","2.1515601944444","2017-12-27 18:59:06"
"108",NULL,"C BretÃ³n de los Herreros",NULL,"C BretÃ³n de los Herreros",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.402444894444","2.1519161111111","2017-12-27 18:59:06"
"109",NULL,"Av BorbÃ³",NULL,"Av BorbÃ³",NULL,"DEMO","Nou Barris","BARCELONA",NULL,NULL,NULL,"41.429234866667","2.1745027222222","2017-12-27 18:59:06"
"110",NULL,"C BailÃ¨n",NULL,"C BailÃ¨n",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.395511588889","2.1722836666667","2017-12-27 18:59:06"
"111",NULL,"C Mas Casanovas",NULL,"C Mas Casanovas",NULL,"DEMO","Horta-GuinardÃ³","BARCELONA",NULL,NULL,NULL,"41.414176219444","2.1743591944444","2017-12-27 18:59:06"
"112",NULL,"C Comte d'Urgell",NULL,"C Comte d'Urgell",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.379395091667","2.1624646666667","2017-12-27 18:59:06"
"113",NULL,"C Torrent de l'Olla",NULL,"C Torrent de l'Olla",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.407110433333","2.1512894722222","2017-12-27 18:59:06"
"114",NULL,"CamÃ­ Sant Cugat",NULL,"CamÃ­ Sant Cugat",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.420499127778","2.1169091111111","2017-12-27 18:59:06"
"115",NULL,"C Pintor Fortuny",NULL,"C Pintor Fortuny",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.382824427778","2.1697715555556","2017-12-27 18:59:06"
"116",NULL,"C Sant Joan de Malta",NULL,"C Sant Joan de Malta",NULL,"DEMO","Sant MartÃ­","BARCELONA",NULL,NULL,NULL,"41.405365761111","2.1973371666667","2017-12-27 18:59:06"
"117",NULL,"Pg Bonanova",NULL,"Pg Bonanova",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.402981072222","2.1287761111111","2017-12-27 18:59:06"
"118",NULL,"C Moragas",NULL,"C Moragas",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.408096466667","2.1366354166667","2017-12-27 18:59:06"
"119",NULL,"Av Roma",NULL,"Av Roma",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.384679122222","2.1517466944444","2017-12-27 18:59:06"
"120",NULL,"C Bori i FontestÃ ",NULL,"C Bori i FontestÃ ",NULL,"DEMO","SarriÃ -Sant Gervasi","BARCELONA",NULL,NULL,NULL,"41.393284894444","2.1391997222222","2017-12-27 18:59:06"
"121",NULL,"C Sardenya",NULL,"C Sardenya",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.400358652778","2.1771599166667","2017-12-27 18:59:06"
"122",NULL,"C RossellÃ³",NULL,"C RossellÃ³",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.40823835","2.1770151944444","2017-12-27 18:59:06"
"123",NULL,"C Dante Alighieri",NULL,"C Dante Alighieri",NULL,"DEMO","Horta-GuinardÃ³","BARCELONA",NULL,NULL,NULL,"41.426682308333","2.1551585","2017-12-27 18:59:06"
"124",NULL,"C SicÃ­lia",NULL,"C SicÃ­lia",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.399062783333","2.176988","2017-12-27 18:59:06"
"125",NULL,"C Girona",NULL,"C Girona",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.396343236111","2.1692893333333","2017-12-27 18:59:06"
"126",NULL,"G.V. Corts Catalanes",NULL,"G.V. Corts Catalanes",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.392577155556","2.1729126666667","2017-12-27 18:59:06"
"127",NULL,"Via Laietana",NULL,"Via Laietana",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.387732597222","2.1735512222222","2017-12-27 18:59:06"
"128",NULL,"C ProvenÃ§a",NULL,"C ProvenÃ§a",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.384524483333","2.1477530277778","2017-12-27 18:59:06"
"129",NULL,"C MoianÃ©s",NULL,"C MoianÃ©s",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.373987413889","2.1426087222222","2017-12-27 18:59:06"
"130",NULL,"Pl Doctor Ignasi Barraquer",NULL,"Pl Doctor Ignasi Barraquer",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.390137477778","2.1416776388889","2017-12-27 18:59:06"
"131",NULL,"Rbla Prat",NULL,"Rbla Prat",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.401367755556","2.1517054166667","2017-12-27 18:59:06"
"132",NULL,"Pg Zona Franca",NULL,"Pg Zona Franca",NULL,"DEMO","Sants-MontjuÃ¯c","BARCELONA",NULL,NULL,NULL,"41.357735688889","2.1404908888889","2017-12-27 18:59:06"
"133",NULL,"C BerlÃ­n",NULL,"C BerlÃ­n",NULL,"DEMO","Les Corts","BARCELONA",NULL,NULL,NULL,"41.383367447222","2.1381258333333","2017-12-27 18:59:06"
"134",NULL,"C Pintor Fortuny",NULL,"C Pintor Fortuny",NULL,"DEMO","Ciutat Vella","BARCELONA",NULL,NULL,NULL,"41.382824427778","2.1697715555556","2017-12-27 18:59:06"
"135",NULL,"C Secretari Coloma",NULL,"C Secretari Coloma",NULL,"DEMO","GrÃ cia","BARCELONA",NULL,NULL,NULL,"41.411809405556","2.1616116944444","2017-12-27 18:59:06"
"136",NULL,"C Comte Borrell",NULL,"C Comte Borrell",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.383531791667","2.154649","2017-12-27 18:59:06"
"137",NULL,"Pl Eivissa",NULL,"Pl Eivissa",NULL,"DEMO","Horta-GuinardÃ³","BARCELONA",NULL,NULL,NULL,"41.430854069444","2.16057625","2017-12-27 18:59:06"
"138",NULL,"C Roger de Flor",NULL,"C Roger de Flor",NULL,"DEMO","Eixample","BARCELONA",NULL,NULL,NULL,"41.398986480556","2.1725685","2017-12-27 18:59:06"
